,Text,Subjectivity,Polarity,Analysis
312,  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
313,  Elon Musk has overaken Amazon founder Jeff Bezos as he world s riches person  wih a ne worh oaling around  181 billion as of he marke close on Wednesday      I3vx4nSrLX,0,0,Neutral
314,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
315,  Elon Musk dehrones Jeff Bezos as he world s riches person      5hqTYysYkf,0,0,Neutral
316,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
317,  Elon Musk reaffirms pledge o build human lony on Mars afer beming world s riches person      IqTgyuOVl,0.1,0,Neutral
318,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
319,Elon Musk is now he riches person in he world a  190 billion  Wow,1,0.1,Positive
320,  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
321,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
322,  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0,Neutral
323,  Elon Musk has overaken Amazon founder Jeff Bezos as he world s riches person  wih a ne worh oaling around  181 billion as of he marke close on Wednesday      I3vx4nSrLX,0,0,Neutral
324,  Elon Musk has jus surpassed Jeff Bezos as he riches person in he world  This makes sense because Amazon is a profi generaing mpany wih posiive free cash flow whereas Tesla is a loss making mpany wih negaive free cash flow and a CEO who poss memes on wier ,0.8,0.4,Positive
325,  Tesla and SpaceX owner Elon Musk replaced Jeff Bezos as he world s riches person  worh  185bn      waabTOfqn,0,0,Neutral
326,Elon Musk reacs o beming he riches person in he world      DIErpBsGAg,0,0,Neutral
327,Crypocurrency marke cap is now more han  1 rillion and Elon Musk is he worlds riches person   Can we officially declare capiulaion for fundamenals ,0.5,0.5,Positive
328,And now for some news ha s made me smile   have Tesla acually ever made a profi ye    Elon Musk bemes world s riches person   Business   The Guardian       XYbslpiWvk,0.1,0.3,Positive
329,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
330,  Elon Musk dehrones Jeff Bezos as he world s riches person      5hqTYysYkf,0,0,Neutral
331,  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.266666667,Positive
332,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
333,Elon Musk overakes Jeff Bezos he as world s riches person      nmpTdkKHIY,0,0,Neutral
334,  Elon Musk has overaken Amazon founder Jeff Bezos as he world s riches person  wih a ne worh oaling around  181 billion as of he marke close on Wednesday      I3vx4nSrLX,0,0,Neutral
335,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
336,  Souh Africa s very own Elon Musk is now he riches person in he world  The Preoria raised enrepreneur has overaken Amazon boss Jeff Bezos  eNCA      5a7YvCPaMD,1,0.78,Positive
337,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
338,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
339,ceejay   Elon Musk overakes Jeff Bezos o beme world s riches person a  190billion  Take i or leave i  his man wouldn  have achieved his if he hadn  lef Africa  Leave his unry while you sill can and wach your career skyrocke       V4NqcgGNax,0,0,Neutral
340,  Elon Musk Overakes Bezos To Beme World s Riches Person,0,0,Neutral
341,  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0,0,Neutral
342,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
343,  Elon Musk s wealh surge over he pas year marks he fases rise o he op of he rich lis in hisory       si90vbWRyn,0.75,0.375,Positive
344,  TESLA CEO ELON MUSK IS NOW THE RICHEST PERSON IN THE WORLD  PASSING JEFF BEZOS   CNBC  TSLA  AMZN ElonMusk JeffBezos eslasock Amazon,0,0,Neutral
345,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
346,  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.266666667,Positive
347,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
348,ceejay   Elon Musk overakes Jeff Bezos o beme world s riches person a  190billion  Take i or leave i  his man wouldn  have achieved his if he hadn  lef Africa  Leave his unry while you sill can and wach your career skyrocke       V4NqcgGNax,0,0,Neutral
349,  JUST IN   Elon Musk jus passed Jeff Bezos as he riches person in he world ,0,0,Neutral
350,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
351,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
352,  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0,0,Neutral
353,  Elon Musk passes Jeff Bezos o beme he riches person on Earh      yHilp5FHf      7JDPbZMnvA,0,0,Neutral
354,  Elon Musk has overaken Amazon founder Jeff Bezos as he world s riches person  wih a ne worh oaling around  181 billion as of he marke close on Wednesday      I3vx4nSrLX,0,0,Neutral
355,Sheldon   Elon Musk passes Jeff Bezoz wih a differece of 1 4 billion o beme riches person on earh  Ɛwurade dabɛn wey I no fi buy land sef   ,0,0,Neutral
356,  Elon Musk has overaken Amazon founder Jeff Bezos as he world s riches person  wih a ne worh oaling around  181 billion as of he marke close on Wednesday      I3vx4nSrLX,0,0,Neutral
357,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
358,  Elon Musk overakes Bezos o beme world s riches person      z8vv3WAslb      IEmBdV8R0o,0,0,Neutral
359,  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.266666667,Positive
360,   Elon Musk bemes he riches person  jus afer he plans o sar business in India  No doub afer Ambani  Adani Modi gov helped Elon Musk o achieve his milesone  Now BJP is  Ambani Adani Musk ki sarkar   Aisa kisi wannabe Ani Capialis woke kid ka wee nahi aaya,0,0,Neutral
361,  Elon Musk is now he riches person of he world a   190 billion,0,0,Neutral
362,  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.266666667,Positive
363,Elon Musk  he guy who is agains union labor  is now he riches person in he world  Tha s jus fucking grea  Fuck ha guy and his aparheid roos,0.7,-0.5,Negative
364,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
365,  Elon Musk is now he riches person in he world  passing Jeff Bezos      QKHVPuYqWk,0,0,Neutral
366,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
367,  BREAKING  Elon Musk is now he riches person in he world  wih a ne worh of over 185 billion        CnxA99PFqE,0,0,Neutral
368,  Elon Musk has overaken Amazon founder Jeff Bezos as he world s riches person  wih a ne worh oaling around  181 billion as of he marke close on Wednesday      I3vx4nSrLX,0,0,Neutral
369,  Elon Musk has overaken Amazon founder Jeff Bezos as he world s riches person  wih a ne worh oaling around  181 billion as of he marke close on Wednesday      I3vx4nSrLX,0,0,Neutral
370,  No  Elon Musk is no he riches person in he world ye      1HuVm3iHXO by       9MunzHaSjb,0,0,Neutral
371,  No  Elon Musk is no he riches person in he world ye      1HuVm3iHXO by       9MunzHaSjb,0,0,Neutral
372,  Can you wai like one more fucking day o announce ha Elon Musk is he riches person in he world hanks,0.65,-0.05,Negative
373,  The Jewish aren  riches persons  he riches person in he world  is Elon Musk ,0,0,Neutral
374,via WSJ  Elon Musk has overaken Amazon founder Jeff Bezos as he world s riches person  wih a ne worh oaling around  181 billion as of he marke close on Wednesday      O9XeDIu5TA  sla,0,0,Neutral
375,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
376,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
377,  Elon Musk reaffirms pledge o build human lony on Mars afer beming world s riches person      IqTgyuOVl,0.1,0,Neutral
378,Congras     Happy o see you surpass Bezos as he riches man in he world   Thank you for being a champion for free speech  as well as a grea enrepreneur   Tesla chief Elon Musk passes Jeff Bezos o beme world s riches person      rPMjvJcXUR via ,0.9,0.6,Positive
379,  Elon Musk has jus surpassed Jeff Bezos as he riches person in he world  This makes sense because Amazon is a profi generaing mpany wih posiive free cash flow whereas Tesla is a loss making mpany wih negaive free cash flow and a CEO who poss memes on wier ,0.8,0.4,Positive
380,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
381,  Elon Musk has overaken Amazon founder Jeff Bezos as he world s riches person  wih a ne worh oaling around  181 billion as of he marke close on Wednesday      I3vx4nSrLX,0,0,Neutral
382,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
383,  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.266666667,Positive
384,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
385,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
386,  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0,Neutral
387,  Elon Musk  now he riches person in he world  has made millionaires ou of Tesla s mos loyal fans  Mee one of hem      ROalpijR4Q      FlPlv54nxS,0.833333333,0.333333333,Positive
388,  Tesla and SpaceX owner Elon Musk replaced Jeff Bezos as he world s riches person  worh  185bn      waabTOfqn,0,0,Neutral
389,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
390,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
391,Elon Musk dehrones Jeff Bezos as he world s riches person      5hqTYysYkf,0,0,Neutral
392,  Souh Africa s very own Elon Musk is now he riches person in he world  The Preoria raised enrepreneur has overaken Amazon boss Jeff Bezos  eNCA      5a7YvCPaMD,1,0.78,Positive
393,  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0,Neutral
394,  No  Elon Musk is no he riches person in he world ye      1HuVm3iHXO by       9MunzHaSjb,0,0,Neutral
395,  No  Elon Musk is no he riches person in he world ye      1HuVm3iHXO by       9MunzHaSjb,0,0,Neutral
396,  Elon Musk s reacion o him being he riches person in he world      QD0zTaPQNm,0,0,Neutral
397,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
398,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
399,Move over  Jeff Bezos  There s officially a new riches person on he plane  Elon Musk        QNm4QK5wiJ,0.454545455,0.136363636,Positive
400,  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.266666667,Positive
401,  BREAKING  Elon Musk is now he riches person in he world  wih a ne worh of over 185 billion        CnxA99PFqE,0,0,Neutral
402,   Elon Musk is now he riches person in he world  Some people laughed a him when he alked abou fuurisic ideas bu he didn  care abou hem hen  and see where he is now        VhLz8YV8mR,0.2,0.7,Positive
403,  Breaking  Souh African     Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion         ByLuNjZ79,0,0,Neutral
404, 188 5 BILLION     He uld fix so much in his world   Elon Musk is now he riches person in he world  ElonMusk money environmen povery hunger COVID19 NHS      ffvw9xOvDI,0.2,0.2,Positive
405,  Elon Musk s reacion o him being he riches person in he world      QD0zTaPQNm,0,0,Neutral
406,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
407,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
408,Mokgoko Jus imagine he primary suden who prepared an essay for world s riches person Jeff Bezos is now jus replacing Elon Musk a he place of Jeff Bezos in his 250 words  ,0.5,0.4,Positive
409,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
410,  Elon Musk on learning he jus beme he riches person on Earh       lMXDOV61Ml,0,0,Neutral
411,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
412,  BREAKING  Elon Musk is now he riches person in he world  wih a ne worh of over 185 billion        CnxA99PFqE,0,0,Neutral
413,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
414,Elon Musk has overaken Amazon founder Jeff Bezos as he world s riches person  wih a ne worh oaling around  181 billion as of he marke close on Wednesday      I3vx4nSrLX,0,0,Neutral
415,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
416,  No  Elon Musk is no he riches person in he world ye      1HuVm3iHXO by       9MunzHaSjb,0,0,Neutral
417,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
418,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
419,  TESLA CEO ELON MUSK IS NOW THE RICHEST PERSON IN THE WORLD  PASSING JEFF BEZOS   CNBC,0,0,Neutral
420,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
421,  Elon Musk has jus surpassed Jeff Bezos as he riches person in he world  This makes sense because Amazon is a profi generaing mpany wih posiive free cash flow whereas Tesla is a loss making mpany wih negaive free cash flow and a CEO who poss memes on wier ,0.8,0.4,Positive
422,  No  Elon Musk is no he riches person in he world ye      1HuVm3iHXO by       9MunzHaSjb,0,0,Neutral
423,  No  Elon Musk is no he riches person in he world ye      1HuVm3iHXO by       9MunzHaSjb,0,0,Neutral
424,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
425,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
426,  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0,Neutral
427,  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
428,  Elon musk is now he riches person in he world  Me checking my acun balance and sill seeing he minus sign before he amoun      EndSARS      K2eOHjWuSq,0.1,-0.1,Negative
429,  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.266666667,Positive
430,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
431,Laes for   No   is no he riches person in he world ye       KKB1jVsDlw,0,0,Neutral
432,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
433,  Elon Musk passes Jeff Bezos as riches person by a measly  1 billion      cmH2FfPyz      ZOFpUWHiGz,0.866666667,-0.566666667,Negative
434,    sared his mpanies no o ge rich bu because he fel he had o help humaniy  The chances of success for Tesla and SpaceX were very low  However  he sacrificed himself and his personal life  which canno be evaluaed in moneary erms          5ycbwsMffP,0.36,0.16875,Positive
435,  NEW  Elon Musk overakes Jeff Bezos as riches person in he world,0.454545455,0.136363636,Positive
436,  Musk began 2020 worh abou  27 billion  He s now he riches person in he hisory of he world  gaining more wealh han Bill Gaes  enire ne worh of  132 billion in jus 12 monhs  All while 360 000 people died and 10s of millions los jobs and HC        lhBus1Wm3l,0.5,0.5,Positive
437,Imagine being he riches person in he world  Ask Elon Musk  No Jeff ,0,0,Neutral
438,  Musk began 2020 worh abou  27 billion  He s now he riches person in he hisory of he world  gaining more wealh han Bill Gaes  enire ne worh of  132 billion in jus 12 monhs  All while 360 000 people died and 10s of millions los jobs and HC        lhBus1Wm3l,0.5,0.5,Positive
439,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
440,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
441,   Elon Musk surpasses Amazon s Jeff Bezos as world s riches person wih a ne worh of more han  185 BILLION   Bu jus look a his reacion         71sTADC94,0.5,0.5,Positive
442,  Elon Musk passes Jeff Bezos o beme world s riches person      103EyEkyp8      WHgqZsWrO,0,0,Neutral
443,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
444,  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.266666667,Positive
445,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
446,ceejay   Elon Musk overakes Jeff Bezos o beme world s riches person a  190billion  Take i or leave i  his man wouldn  have achieved his if he hadn  lef Africa  Leave his unry while you sill can and wach your career skyrocke       V4NqcgGNax,0,0,Neutral
447,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
448,Elon musk bemes he riches person in he world  Inspiraionomillions ElonMusk esla SpaceX neuralink,0,0,Neutral
449,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
450,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
451,UPDATE 1 Elon Musk leaves behind Amazon s Bezos o beme world s riches person   Bloomberg News  AMZN  TSLA  PYPL      4lMVF0XEjk,0.7,-0.4,Negative
452,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
453,  Elon Musk s reacion o him being he riches person in he world      QD0zTaPQNm,0,0,Neutral
454,  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.266666667,Positive
455,Why are some people excied ha Elon Musk surpassed Bezos as riches person in he world  Boh are hoarding unimaginable amouns of wealh  and now i jus urned ino a  whose pp is bigger  nes,0.5,0,Neutral
456,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
457,Elon Musk is now he riches person in he world  passing Jeff Bezos       jDdyesVzb4  Wonder if he bough Biin,0,0,Neutral
458,  Elon Musk passes Jeff Bezos o beme world s riches person      103EyEkyp8      WHgqZsWrO,0,0,Neutral
459,  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
460,Elon Musk is now he riches person  in he world  passing Jeff Bezos            BccF2BDNfJ,0,0,Neutral
461,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
462,  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
463,  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0,0,Neutral
464,  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0,0,Neutral
465,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
466,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
467,  No  Elon Musk is no he riches person in he world ye      1HuVm3iHXO by       9MunzHaSjb,0,0,Neutral
468,     UKUlTrl72x Tesla ElonMusk richespersoninworld,0,0,Neutral
469,  Elon Musk is now he riches person in he world  passing Jeff Bezos      QKHVPuYqWk,0,0,Neutral
470,  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
471, 188 billion  Elon Musk surpasses Jeff Bezos as world s riches person      kyubdAy9qp,0,0,Neutral
472,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
473,  Can you wai like one more fucking day o announce ha Elon Musk is he riches person in he world hanks,0.65,-0.05,Negative
474,  Elon Musk is now he  Riches Person In The World   overaking Jeff Bezos wih a ne worh of  185 Billion  Elon is a founder of Tesla and SpaceX        XMgMS3EyuN,0,0,Neutral
475,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
476,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
477, You  Elon  Richie  Musk  are he 1s riches person in he world  and I am 3129035232       Wf3XlJwp8l,0,0,Neutral
478,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
479,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
480,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
481,  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0,0,Neutral
482,  No  Elon Musk is no he riches person in he world ye      1HuVm3iHXO by       9MunzHaSjb,0,0,Neutral
483,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
484,  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0,Neutral
