,Text,Subjectivity,Polarity,Analysis
174,  Elon Musk has overaken Amazon founder Jeff Bezos as he world s riches person  wih a ne worh oaling around  181 billion as of he marke close on Wednesday      I3vx4nSrLX,0,0,Neutral
175,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
176,Nandos   I know  y all are afraid o say i bu I ll say i   Souh Africa is he riches person on Earh  mxm I mean Elon Musk      cRR5OYpuW5,0.79375,-0.45625,Negative
177,ceejay   Elon Musk overakes Jeff Bezos o beme world s riches person a  190billion  Take i or leave i  his man wouldn  have achieved his if he hadn  lef Africa  Leave his unry while you sill can and wach your career skyrocke       V4NqcgGNax,0,0,Neutral
178,  BREAKING  Elon Musk is now he riches person in he world  wih a ne worh of over 185 billion        CnxA99PFqE,0,0,Neutral
179,  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
180,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
181,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
182,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
183,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
184,  Elon Musk passes Jeff Bezos o beme he riches person on Earh      yHilp5FHf      7JDPbZMnvA,0,0,Neutral
185,  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0,Neutral
186,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
187,  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0,0,Neutral
188,  Elon Musk has overaken Amazon founder Jeff Bezos as he world s riches person  wih a ne worh oaling around  181 billion as of he marke close on Wednesday      I3vx4nSrLX,0,0,Neutral
189,  No  Elon Musk is no he riches person in he world ye      1HuVm3iHXO by       9MunzHaSjb,0,0,Neutral
190,  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0,0,Neutral
191,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
192,  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
193,  Elon Musk is now he riches person on Earh   Source        eSXEpmNWTF,0,0,Neutral
194,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
195,  Elon Musk has overaken Amazon founder Jeff Bezos as he world s riches person  wih a ne worh oaling around  181 billion as of he marke close on Wednesday      I3vx4nSrLX,0,0,Neutral
196,Sch   Congraulaions     Elon Musk Surpasses Jeff Bezos o Beme World s Riches Person        BSq90QUCvI  Innovaion Technology,0,0,Neutral
197,  Elon Musk dehrones Jeff Bezos as he world s riches person      5hqTYysYkf,0,0,Neutral
198,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
199,  Elon Musk has jus surpassed Jeff Bezos as he riches person in he world  This makes sense because Amazon is a profi generaing mpany wih posiive free cash flow whereas Tesla is a loss making mpany wih negaive free cash flow and a CEO who poss memes on wier ,0.8,0.4,Positive
200,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
201,Elon Musk has jus been announced as he world s riches person a  246 6 billion  9News      jjX4Zw4ghv,0,0,Neutral
202,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
203,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
204,  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0,Neutral
205,Elon Musk Surpasses Amazon s Bezos as he World s Riches Person      wBSrpreDGr      2S4U1ShE6v,0,0,Neutral
206,  Elon Musk has jus surpassed Jeff Bezos as he riches person in he world  This makes sense because Amazon is a profi generaing mpany wih posiive free cash flow whereas Tesla is a loss making mpany wih negaive free cash flow and a CEO who poss memes on wier ,0.8,0.4,Positive
207,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
208,  Elon Musk has overaken Amazon founder Jeff Bezos as he world s riches person  wih a ne worh oaling around  181 billion as of he marke close on Wednesday      I3vx4nSrLX,0,0,Neutral
209,  No  Elon Musk is no he riches person in he world ye      1HuVm3iHXO by       9MunzHaSjb,0,0,Neutral
210,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
211,  Elon Musk has overaken Amazon founder Jeff Bezos as he world s riches person  wih a ne worh oaling around  181 billion as of he marke close on Wednesday      I3vx4nSrLX,0,0,Neutral
212,  Breaking  Elon Musk jus became he riches person in he world  His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos       dru9FI0jHf,0,0,Neutral
213,  NEW  Elon Musk overakes Jeff Bezos as riches person in he world,0.454545455,0.136363636,Positive
214,In oher news     who gained  118 5 billion beween March and December  had no rerd of making ANY major chariable nribuions in 2020   EaTheRich greed       5cPQNsvwa,0.5,0.0625,Positive
215,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
216,  Souh Africa s very own Elon Musk is now he riches person in he world  The Preoria raised enrepreneur has overaken Amazon boss Jeff Bezos  eNCA      5a7YvCPaMD,1,0.78,Positive
217,  Elon Musk has overaken Amazon founder Jeff Bezos as he world s riches person  wih a ne worh oaling around  181 billion as of he marke close on Wednesday      I3vx4nSrLX,0,0,Neutral
218,  Elon Musk leaves behind Amazon s Bezos o beme world s riches person   Bloomberg News      IEZ4kk7w29      VUrqi3MPLs,0.7,-0.4,Negative
219,  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.266666667,Positive
220,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
221,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
222,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
223,  Tesla and SpaceX owner Elon Musk replaced Jeff Bezos as he world s riches person  worh  185bn      waabTOfqn,0,0,Neutral
224,Elon Musk is now became a riches person in he world o surpassed he Jeff Bezos       ATTBgang ElonMusk richesElon richespersoninworld      18UAyD1Jfy,0,0,Neutral
225, 188 billion  Elon Musk surpasses Jeff Bezos as world s riches person      5KHQZAaVVf,0,0,Neutral
226, 188 billion  Elon Musk surpasses Jeff Bezos as world s riches person      zISEBAf5vS,0,0,Neutral
227,  Elon Musk has overaken Amazon founder Jeff Bezos as he world s riches person  wih a ne worh oaling around  181 billion as of he marke close on Wednesday      I3vx4nSrLX,0,0,Neutral
228,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
229,  No  Elon Musk is no he riches person in he world ye      1HuVm3iHXO by       9MunzHaSjb,0,0,Neutral
230,  No  Elon Musk is no he riches person in he world ye      1HuVm3iHXO by       9MunzHaSjb,0,0,Neutral
231,  Elon Musk passes Jeff Bezos o beme he riches person on Earh      yHilp5FHf      7JDPbZMnvA,0,0,Neutral
232,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
233,   TESLA CEO ELON MUSK IS NOW THE RICHEST PERSON IN THE WORLD  PASSING JEFF BEZOS      nCCKOybp2R,0,0,Neutral
234,  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0,0,Neutral
235,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
236,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
237,  Elon Musk overakes Bezos o beme world s riches person      z8vv3WAslb      IEmBdV8R0o,0,0,Neutral
238,  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.266666667,Positive
239,  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0,0,Neutral
240,  No  Elon Musk is no he riches person in he world ye      1HuVm3iHXO by       9MunzHaSjb,0,0,Neutral
241,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
242,Elon Musk afer beming world s riches person       y7GyZU5iWc,0,0,Neutral
243,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
244,  Elon Musk has overaken Amazon founder Jeff Bezos as he world s riches person  wih a ne worh oaling around  181 billion as of he marke close on Wednesday      I3vx4nSrLX,0,0,Neutral
245,  TESLA CEO ELON MUSK IS NOW THE RICHEST PERSON IN THE WORLD  PASSING JEFF BEZOS   CNBC  TSLA  AMZN ElonMusk JeffBezos eslasock Amazon,0,0,Neutral
246,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
247,ceejay   Elon Musk overakes Jeff Bezos o beme world s riches person a  190billion  Take i or leave i  his man wouldn  have achieved his if he hadn  lef Africa  Leave his unry while you sill can and wach your career skyrocke       V4NqcgGNax,0,0,Neutral
248,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
249,  No  Elon Musk is no he riches person in he world ye      1HuVm3iHXO by       9MunzHaSjb,0,0,Neutral
250,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
251,  Elon Musk overakes Bezos o beme world s riches person      z8vv3WAslb      IEmBdV8R0o,0,0,Neutral
252,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
